"name","link","values_string"
myAISBenefit_Game_FB_300921,mlH90jeSo,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification?cid=fb_organic-myAISBenefitGame-sep20-conversion
myAISCalldetailPost_CE_020221,zGHdKOQuZ,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fbalance%2Fusage%3FisFromMobile%3DY%26lang%3DTH
myAISDLLineHome_060122,"0WHalwVt8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=linepv_home-myAISDownload-jan22-conversion
myAISDLLineHome_060122,WxHlDpWIB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=linepv_home-myAISDownload-jan22-conversion
myAISDownload_Dealer_280420,"9WHWzAgFG",https://myais.ais.co.th/openMyAISApp?scheme=Home
myAISDownload_FB_270420,n1HqwKpsq,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAISDownload_oops_110520,"2WHopJPsQ",https://myais.ais.co.th/openMyAISApp?scheme=Home
myAISDownload_SRNSurprize_180620,"7LHmx0Df8",https://myais.ais.co.th/openMyAISApp?scheme=Home
myAISEmagazine_130820,"9WH7JYyIG",https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=Emagazine-myAIS_Emagazine-Aug20
myAISFBAdsAppinstallDL_110820,wxHOeovu1,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=fb_ads-myAIS-Aug 20-Install
myAISFBAdsDL_110820,n1Hqr8AHq,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=fb_ads-myAIS-Aug 20-R&F
myAISFBKTBPost_120721,bnHMrzrFV,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=fb_organic-myAISKTB-jul21
myAISGoogleUACDL_110820,LJHx07Atx,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=UAC_ads-myAIS-Aug 20-Install
myAISHomePack5G_180522,J1Hb19Rux,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPackage
myAISKrungthaiCareFB_010521,DLmyAISKTB1,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
myAISKrungthaiConnectLine_010521,DLmyAISKTB4,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
myAISKTB_Emag_060521,J1HKBgMix,https://myais.ais.co.th/openMyAISApp?scheme=TopUp?cid=Emagazine-myAISKTB-may21
myAISKTBConfirmpoints_190321,PointsKTB,https://myais.ais.co.th/openMyAISApp?scheme=Live360
myAISLine Push_KTBTopup,loHvp8mCB,https://myais.ais.co.th/openMyAISApp?scheme=TopUp?cid=line_push-myAISKTB-may21
myAISLinePVHome_KTBTopup,xxHOKG2U2,https://myais.ais.co.th/openMyAISApp?scheme=TopUp?cid=line_home-myAISKTB-may21
myAISLinePVPush_Apptoapp_190721,LJHgGD0Tx,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=linepv_push-myAISKTB-jul21
myAISPack_FBKhaosod_040420,xxH0Z0bc2,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAISPack_Twitt_150420,WxHvMe0cB,https://myais.ais.co.th/openMyAISApp?scheme=Package
myAISPackPost_170522,wxH6zxbT1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FOtherPackagesMain%3FsanitizedName_Product%3DMain-Post-Paid
myAISProfile,myAISApp,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLive360
myAISRobotSticker_241120,wxHwoy4f1,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
myAISShop_Home_080420,loHyWrMCB,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAISShopping_291121,ZyHwGL0T6,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=fb_organic-myAISShopping-nov21-conversion
myAISSMS_Delete5G_240221,"2WHK34mtQ",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FOtherPackagesMain%3FsanitizedName_Product%3DMain-Post-Paid
myAISTHEMatch_Liverpool_010622,OzHQlpmCm,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLive360%3FqrCode%3Da3xnFXpqfnxyfGQD
myAISTopup_LinePVhome_030420,bnHmWBOsV,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
myAISVDOClipDL,VYH6pyBH9,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=fb_organic-myAISVDOClipDL-novoct20-conversion
myAISwecanchooseDL_FB_141021,bnHD6EyhV,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=fb_organic-myAISwecanchooseDL-oct20-conversion
Netflix,ApHD2P6I8,https://myais.ais.co.th/services/net-flexi
NetMarathon900BmyAIS,EKHQ3jasy,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FYyH4QPEUE
Netx3 myais,netx3i2,https://myais.ais.co.th/openMyAISApp?scheme=Package
Netx3 myais,ZyHRMv3I6,https://myais.ais.co.th/openMyAISApp?scheme=Package
GuShop on myAIS Mar-22,My.Gushop.Acash,https://myais.gushop.co/c/card/a-cash.html
GuShop on myAIS Mar-22,My.Gushop.Cookie,https://myais.gushop.co/c/card/cookie-card.html
GuShop on myAIS Mar-22 02,My.Gushop.Tindergold,https://myais.gushop.co/c/card/tinder-gold.html
IVR1175,"1175CheckPriviledge",https://myais.ais.co.th/openMyAISApp?scheme=Live360
Jingle Crush Game,JingleBanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
Jingle Crush Game,JingleMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
Jingle Crush Game,JingleMMSinact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
Jingle Crush Game,JinglemyNoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
LBS Location_Central Plaza Khonkean,KKN,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Central Festival Chiangmai,CMI,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Samyan Mitr town,SYM,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_The Mall Bangkapi,BAP,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
Line business connect package,oZHBvVrT4,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
LINE Card AIS Points redeem Disney package,pLHj2YRsZ,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dpoint%26id%3D14
LINE Push_LINE Stickers Chula_16Jan21_deep link myAIS App,zGHdgjquZ,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
LINE Push_LINE Stickers Chula_16Jan21_deep link myAIS App,ZyHO21Zf6,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
LINE_MENU Dinning_JAN2022,"4RHdwy7u8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dprivilege%26id%3D25
LineAISPush_NewDL_170820,oZH4ZRbf4,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=Line Push-NewmyAIS_DLPush-Aug20
LinePVHome_NewDL_170820,RbHw4g4UE,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=Line Home-NewmyAIS_DLHome-Aug20
LinePVHome_PicNewDL_190820,YyHD9GwCE,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=Line Home-NewmyAIS_PicDLHome-Aug20
LuckyDrawmyAIS_Bannerweb_130720,pLHRnaZfZ,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
LuckyDrawmyAIS_Tiktok_180720,oZHG2ans4,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
metrix project,mlHLKl8Ho,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCurrentPack
Mission Gamification,MissionEmag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,Missionfbook,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,MissionInapps,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,MissionInternal,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,MissionMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,MissionMMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Phase 3,MissionInsurancePartner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions%3Fmenu%3Dinsurance
MMSIncrease_myAIS_020920,oZH46xpF4,https://myais.ais.co.th/openMyAISApp?scheme=Home
Money Thunder Oct 2020,MYHdv13cd,https://myais.ais.co.th/money-thunder?isFromMobile=Y
my AIS app (MEDIA),d6HQAMDHq,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),epHenOKHY,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),GAH878PtP,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),j7HqMmQso,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),loH1qdmtB,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),rxHPyebSJ,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),yGHnaEoIE,https://myais.ais.co.th/openMyAISApp?scheme=Home
MY AIS App Brand_Disney_Feb 16 2022,QYH8x2ESx,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FxxHjVPnH2?cid=myais_banner-post_example-feb20-story
my AIS SMS – Prepaid SMS – Postpaid,gaHxeJ8u3,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS รับแพ็กเน็ตในวันแม่,mlHZEBDTo,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS รับแพ็กเน็ตในวันแม่,rxH60R4UJ,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS_RAP,ApH3BKgi8,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS : Payment,"1WHlPloSO",https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
myAIS : SMS Payment,rxHPdJGUJ,https://myais.ais.co.th/openMyAISApp?scheme=PayBills
myais comunication,"9WH4Pm8hG",https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,ApH3qKdi8,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,epHO4bpCY,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,epHOPYOCY,https://myais.ais.co.th/
myais comunication,J1HZ26jcx,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,KYHmll0Tx,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,MYHErRaId,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,pLHDbboFZ,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS Download,myAISpaymentTH,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPayBill
Home_Noti,rxHmBGMfJ,https://myais.ais.co.th/openMyAISApp?scheme=Home
Invitation_Prospect to Serenade,Prosp,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fprospect%3FisFromMobile%3DY
IVR1175,"1175CheckCallDetail",https://myais.ais.co.th/openMyAISApp?scheme=CurrentCharge
Jingle Crush Game,JingleLineTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
LBS Location_Central Chonburi,CBI,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS Location_Central Festival Hat Yai,HYI,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS Location_Central Festival Phuket,CPK,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Central Bangna,BAN,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Central Lad Prao,LAP,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Central Pinklao,PIK,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Central Westgate,WEG,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_CentralPlaza Udonthani,UDI,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_ICONSIAM,ICO,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_NearBy_Central Si Racha,SIR,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Zpell Rangsit,ZPR,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LINE_MENU AIS Points_JAN2022,"1WHYx3auO",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLive360
LINE_MENU Drink_JAN2022,qxHqw8LCO,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dprivilege%26id%3D100
LINE_MENU Entertain_JAN2022,BBHLJ8rC8,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dprivilege%26id%3D28
LINE_MENU Shopping_JAN2022,"6yHM2VOh8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dprivilege%26id%3D26
LinePVPush_NewDL_170820,J1HPjY0hx,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=Line Push-NewmyAIS_DLPush-Aug20
Link Sep,gaHRDbpS3,https://myais.ais.co.th/aurora-package-register?cid=myais_banner-disneyplushotstar-sep21-masterkv
Link test for myAIS,epHD62GhY,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAddPointPartners%3Fcid%3Divr_sms-mobile_info_topup_problem-apr22
Link ไปหน้าโอนคะแนนบน myAIS,aWHmvbmSM,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%253A%252F%252Fmyais.ais.co.th%252Fservices%252Fencrypt-text%252FPOST%252FAISPOINT%252FcallbackToken%253Fpage%253DtransferPoint%25252FtransferCard%2526channel%253DMYAISAPP%2526isFromMobile%253DY%2526lang%253DTH
LuckyDrawmyAIS_QRCodeweb_130720,j7H0j0Bio,https://myais.ais.co.th/openMyAISApp?scheme=Home
Mission Gamification,MissionFBads,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,MissionLine,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,MissionMMSInact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Phase 3,MissionCCPartner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions%3Fmenu%3Dcreditloan
Mission Phase 3,MissionLeasingPartner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions%3Fmenu%3Dleasing
mms_apply_ebill,xxHKEbdS2,https://myais.ais.co.th/openMyAISApp?scheme=eBill
mobile_info_topup_problem,"6yH8Q4Wf8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FUsageHistory?cid=ivr_sms-mobile_info_topup_problem-apr22
MY AIS,smsMYAIS,https://myais.ais.co.th/openMyAISApp?scheme=CurrentPackage
my AIS app (MEDIA),loH1YgGhB,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),vBHrQn1TQ,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),wxHlboKh1,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS blogger,"0WHlAeMH8",https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS SMS – Prepaid SMS – Postpaid,"4RHAO3vc8",https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS Top Up,myAISPrepaid,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS Top Up,myAISPrepaiddd,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
my AIS รับแพ็กเน็ตในวันแม่,OzHLeaJim,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS_Open App,wxH44d1T1,https://myais.ais.co.th/openMyAISApp?scheme=OnTopPack
my AIS_RAP,BBHzJ9qs8,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS_RAP,PYHaPy3co,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS : Payment,OzHAoYOCm,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
myais comunication,d6HYG6PTq,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,wxHM1BWc1,https://myais.ais.co.th/
myAIS Download,myAISpaymentEN,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPayBill
MYAIS Download,QYHwL8Ytx,https://myais.ais.co.th/openMyAISApp?scheme=AutoPay
myAIS jan 2021,qxHAxKDFO,https://myais.ais.co.th/openMyAISApp?scheme=RedoPI
myAIS x AIS Insurance,"2WHQZ3liQ",https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Finsurance%2Fcategories%2FTjyOboa1hDA%2Fproducts&language=th
myAIS x AIS Insurance,DeH8zJ7u8,https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Finsurance%2Fcategories%2Fcy8r4t1IV5s%2Fproducts&language=th
myAIS x AIS Insurance Pre-login,MYHO91OTd,https://myais.ais.th/pre-services/encryption/POST/DIGITALCO/jwt?isFromMobile=Y&language=th&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Finsurance%2Fcategories%2FWMhWnsZunRz%2Fproducts
PLAY PREMIUM PLUS,mlHq6RrUo,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dpoint%26id%3D14
Pop the Bubbles,BubbleFB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DPoptheBubblesfreeplay
Pop the Bubbles,BubbleLineRichM,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DPoptheBubblesfreeplay
Pop the Bubbles,BubbleTiktok,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DPoptheBubblesfreeplay
Pop the Bubbles,BubbleTW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DPoptheBubblesfreeplay
Pop the Bubbles,BubbleWeb,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DPoptheBubblesfreeplay
PR campaign,BBHEMJWF8,https://myais.ais.co.th/openMyAISApp?scheme=Live360
Privilege myAIS Privilege Mar2020,myAIS-privileges,https://myais.ais.co.th/openMyAISApp?scheme=Live360
Privilege on myAIS - Revised,d6HB6A4uq,https://myais.ais.co.th/openMyAISApp?scheme=Live360
Privileges_Commu,pLHV22jFZ,https://myais.ais.co.th/openMyAISApp?scheme=Live360
promote 10mbps on myais,"7LHMJyQt8",https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
promote 10mbps on myais,mbps10,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
promote 10mbps on myais,mlHMjn1fo,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
promote 10mbps on myais,oZHBK0DT4,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
promote 10mbps on myais,pLHD96VtZ,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
promote 10mbps on myais,wxHMx0pC1,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
QR_Code_1GB,BBHzjdYs8,https://myais.ais.co.th/
QR_Code_1GB,oZHBRg8c4,https://myais.ais.co.th/
QR_MK,"3bHe9Vgi8",https://myais.ais.co.th
QR_MK,"3bHe9Vgi8",https://myais.ais.co.th/openMyAISApp?scheme=Home
Recommend package,vBHGzy9HQ,https://myais.ais.co.th/services/encrypt-text/GET/DISNEY_PLUS_YEARLY_REGISTER/callbackToken?isFromMobile=Y&appName=eserviceapp&enCode=Y&lang=EN
Recurring,Autopayment,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY
Reward Crush Communication Online Tracking,FlipMissionads,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Crush Communication Online Tracking,flipTDprivilege,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Crush Communication Online Tracking,gaH4QLqf3,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Crush Communication Online Tracking,RWDinternalcommu,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Crush Communication Online Tracking,RWDlineMsg,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Crush Communication Online Tracking,RWDmms22,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Crush Communication Online Tracking,RWDsocialmedia,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Tune Gamification,Tunebanner,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Tune Gamification,TuneFB,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Tune Gamification,TuneLineMenu,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Tune Gamification,TuneLineTL,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Tune Gamification,TuneNewNoti,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Tune Gamification,TuneTDPri,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Tune Gamification,TuneZGamePage,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardflip
Reward Wars Gamification,WarsMMS1,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardwars
Reward Wars Gamification,WarsScala,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardwars
RLP promotion 10percent,DeHDRKzc8,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
Serenade by Account_Offer ontop Net and Voice_Post,poNetvc,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FepHV09PCY
Serenade Downgrade_Debt__PayBill_myAIS,DGmypay,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPayBill
Serenade Happening,mlHMy62ho,https://myais.ais.co.th
sms welcomepackage to myais,my3,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
SMS_PayOtherBill,payBillmyAIS,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMore
SMS_topup10%_Jun,YyHyoeohE,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
SMSRetention_myAIS_020920,mlHQ0dZuo,https://myais.ais.co.th/openMyAISApp?scheme=Home
special package 10mbps,ApH3Ojys8,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
Speed Matcher Gamification Link,SpeedLineRich,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dspeedmatcher
Speed Matcher Gamification Link,SpeedMMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dspeedmatcher
SRN Digital Parking_myAIS_LBS,SRNP,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FSRNParking
SRNmyAIS_HotRewardPoint,myPHOT,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D16
SRNmyAIS_TravelPriv,myTRAV,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dprivilege%26id%3D27
myAIS x Disney Plus,bnHAzmzcV,https://myais.ais.co.th/aurora-package-register?isFromMobile=Y&lang=TH
myAIS x KKP,gaHPAP9F3,https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Fbanking%2Fproducts%2Fkkp-savvy%2FkVYS68keBAe&language=th
myAIS x KKP,ZyHMeM1S6,https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Fbanking%2Fproducts%2Fkkp-savvy%2FkVYS68keBAe&language=th
myAIS x The Mall,"6yHMG93t8",https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Fretail&language=th
myAIS x The Mall,EKHWwevfy,https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Fretail&language=th
myAIS x The Mall,MYHBeM6cd,https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Fretail&language=th
myAIS เติมเงิน,myAISRLP,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
myais เติมเงินรับเน็ตสองเท่า,YyHyw9rUE,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
myAIS_BannerWebmyAIS_180820,LJH23owHx,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=BannerWebmyAIS-NewmyAIS_BannerWebmyAIS-Aug20
myAIS_IVRACCPro_180720,rxH6a0mIJ,https://myais.ais.co.th/openMyAISApp?scheme=Package
myAIS_KrungthaiCareFB_070721,PBmyAISKTB1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
myAIS_Line_LuckyDraw_010820,ApHD2yyH8,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
myAIS_LuckyDrawInApp_170720,PaybillorTopup,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
myAIS_MMSConvert_160720,rxH6agBfJ,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS_Money1_281020,oZH4g9Ks4,https://myais.ais.co.th/money-thunder?isFromMobile=Y?cid=SMS-myAISMoney-Oct20
myAIS_NetFBB_070420,YyHYy4AfE,https://myais.ais.co.th/openMyAISApp?scheme=CurrentPackage
myAIS_QRCodeRangsit_240720,bnHmoBxiV,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS_QRFrontNewApp_011020,qxHDJnYsO,https://myais.ais.co.th/openMyAISApp?scheme=PayBill
